"","loc","lon","lat"
"1279","Youngstown , OH",-80.6495194,41.0997803
"1280","Erath County , TX",-98.2212979,32.1793404
"1281","Miami Lakes , FL",-80.3086619,25.9087056
"1282","Killeen , TX",-97.7277959,31.1171194
"1283","Jessup , PA",-75.5621309,41.4686924
"1284","New London , CT",-72.0995209,41.3556539
"1285","Fountain City , WI",-91.7187627,44.1319078
"1286","Clinton , CT",-72.5288034,41.2882208
"1287","Comanche , TX",-98.6036581,31.8973693
"1288","Wylam , AL",-86.9248483,33.503995
"1289","Hanover , PA",-76.9830358,39.8006553
"1290","Monrovia , CA",-118.0019482,34.1442616
"1291","Fairburn , GA",-84.5810418,33.5670562
"1292","Buford , GA",-84.0043513,34.1206564
"1293","Muncie , IN",-85.3863599,40.1933767
"1294","Salem , MA",-70.8967155,42.51954
"1295","Exeter , NH",-70.9477546,42.9814292
"1296","St. Augustine , FL",-81.3124341,29.9012437
"1297","Morgantown , WV",-79.9558968,39.629526
"1298","Woodstock , GA",-84.5193754,34.1014873
"1299","Granville , OH",-82.5196037,40.0681192
"1300","Safford , AZ",-109.70758,32.8339546
"1301","Colton , CA",-117.3136547,34.0739016
"1302","Lewiston , ME",-70.2147764,44.100351
"1303","Union Springs , NY",-76.6932818,42.8397906
"1304","Clay Grove , IA",-91.5652151,40.7428186
"1305","Clanton , AL",-86.6294262,32.8387371
"1306","Kearny , NJ",-74.1454214,40.7684342
"1307","Oriskany , NY",-75.3326692,43.1572918
"1308","Hattiesburg , MS",-89.2903392,31.3271189
"1309","Palestine , TX",-95.6307891,31.7621153
"1310","Rainelle , WV",-80.7670342,37.9687279
"1311","Langley , SC",-81.8440011,33.5179148
"1312","Fremont , CA",-121.988583,37.5485396
"1313","Charleston , WV",-81.6326234,38.3498195
"1314","Bradenton , FL",-82.5748194,27.4989278
"1315","Oatlands , VA",-77.6211035,39.029275
"1316","Lake Park , GA",-83.1828732,30.6846637
"1317","Picayune , MS",-89.6795084,30.5254692
"1318","Charlottesville , VA",-78.4766781,38.0293059
"1319","Whittier , CA",-118.032844,33.9791793
"1320","Kendallville , IN",-85.2649754,41.4414384
"1321","Smith's Landing , OH",-80.574738,40.610814
"1322","Willingboro , NJ",-74.8916458,40.028848
"1323","Mecklenberg , NC",-80.8543847,35.2632655
"1324","Justiceburg , TX",-101.2029082,33.0428767
"1325","Danvers , MA",-70.932122,42.5750009
"1326","Bellflower , IL",-88.5270053,40.3400336
"1327","Wilbraham , MA",-72.431586,42.1237206
"1328","Davie , FL",-80.2521157,26.0764783
"1329","Willisville , IL",-89.5895415,37.9839401
"1330","Honey Brook , PA",-75.9113306,40.0942664
"1331","Salt Lake City , UT",-111.8910474,40.7607793
"1332","Salem , OR",-123.0350963,44.9428975
"1333","Castro Valley , CA",-122.0738678,37.6955029
"1334","Greens Fork , IN",-85.0416304,39.8925466
"1335","Fallbrook , CA",-117.2511466,33.3764196
"1336","Burns , TN",-87.3125103,36.0533943
"1337","Yonkers , NY",-73.8987469,40.9312099
"1338","Warwick , RI",-71.4161671,41.7001009
"1339","Georgetown , FL",-81.6386889,29.3913622
"1340","McGregor , TX",-97.4091792,31.4440557
"1341","Sulphur , LA",-93.3773783,30.2365943
"1342","Dunkirk , MD",-76.6605187,38.7217837
"1343","Tracy , CA",-121.4260018,37.7395818
"1344","Lindsay , OK",-97.6025319,34.8347959
"1345","Hazel Green , KY",-83.4165715,37.797587
"1346","Weston , NE",-96.7430058,41.1925566
"1347","Tacoma , WA",-122.4442906,47.2528768
"1348","Anchorage , AK",-149.9002778,61.2180556
"1349","Parkman , ME",-69.4331038,45.1336651
"1350","Durham , NC",-78.898619,35.9940329
"1351","Pittsfield , NH",-71.3242331,43.3058983
"1352","Cameron , WV",-80.566467,39.8270237
"1353","Stoughton , MA",-71.1092012,42.1229099
"1354","Copperhill , TN",-84.3707561,34.9889692
"1355","Weaverville , NC",-82.5606851,35.6970547
"1356","Shelby , NC",-81.5356463,35.2923513
"1357","Pinson , AL",-86.6833228,33.6889908
"1358","Corydon , KY",-87.7039056,37.7433757
"1359","Hammond , IN",-87.5000412,41.5833688
"1360","Hadley , PA",-80.2320859,41.4139447
"1361","Bell , CA",-118.1870156,33.9775142
"1362","Pelzer , SC",-82.4591443,34.6462737
"1363","Courtland , MS",-89.9428679,34.2409437
"1364","Liberty , SC",-82.6923591,34.787891
"1365","Cambridge City , IN",-85.1716315,39.8125465
"1366","Severance , KS",-95.2499751,39.7672207
"1367","Panama City , FL",-85.6602058,30.1588129
"1368","Centralia , PA",-76.3405035,40.8042541
"1369","Willits , CA",-123.3555656,39.4096079
"1370","Coral Springs , FL",-80.2706044,26.271192
"1371","Beaver Dam , KY",-86.8758256,37.4019918
"1372","Tiburon , CA",-122.4566392,37.8735377
"1373","Waterloo , NY",-76.8627367,42.9047884
"1374","Mount Rainier , MD",-76.9649751,38.9415
"1375","McClusky , IL",-90.3203914,39.0433807
"1376","Fort Polk , LA",-93.2219164,31.0436081
"1377","Turlock , CA",-120.8459786,37.4945743
"1378","Victorville , CA",-117.2927641,34.5362184
"1379","Belleville , KS",-97.6325415,39.8244501
"1380","Trauger , PA",-79.4625374,40.2328483
"1381","Fairpoint , OH",-80.932871,40.120348
"1382","Calvert County , MD",-76.5025742,38.4949503
"1383","Douglas , GA",-82.8498654,31.5088073
"1384","East Hartford , CT",-72.6128339,41.7634219
"1385","Deepwater , MO",-93.7729902,38.26058
"1386","Tallulah , LA",-91.1867771,32.4084765
"1387","Morehead City , NC",-76.7260436,34.7229391
"1388","Kincaid , IL",-89.4145363,39.5886601
"1389","Potosi , MO",-90.7879086,37.936438
"1390","Cloquet , MN",-92.4611825,46.7217735
"1391","Winnebago , MN",-94.1657949,43.767733
"1392","Mineola , NY",-73.6406845,40.7492678
"1393","Mecklenburg County , NC",-80.8543847,35.2632655
"1394","Richmond , CA",-122.3477486,37.9357576
"1395","Maplewood , MO",-90.3245599,38.6125521
"1396","Petersburg , VA",-77.4019267,37.2279279
"1397","Calhoun Falls , SC",-82.5956875,34.0923375
"1398","Central Square , NY",-76.1460357,43.2867356
"1399","Bridgetown , VA",-75.9263212,37.4456906
"1400","Olyphant , PA",-75.6029656,41.4684138
"1401","Rome , NY",-75.4557303,43.2128473
"1402","Atlantic City , NJ",-74.4229266,39.3642834
"1403","Melvindale , MI",-83.175203,42.2825383
"1404","Springwells , MI",-83.1273705,42.3108826
"1405","Evergreen , IL",-87.7017175,41.7205889
"1406","St. Marys , OH",-84.3893961,40.5422697
"1407","Falmouth , MA",-70.6085886,41.5532208
"1408","East Orange , NJ",-74.2048677,40.767323
"1409","Albany , MO",-94.331068,40.2486069
"1410","Hemet , CA",-116.9719684,33.7475203
"1411","Ludington , MI",-86.4525831,43.9552825
"1412","Santa Fe , NM",-105.937799,35.6869752
"1413","Redfield , NY",-75.8215792,43.5331257
"1414","Odell , IL",-88.5253364,41.0036429
"1415","Powell , MO",-94.1807643,36.6228496
"1416","South Amboy , NJ",-74.290702,40.4778838
"1417","Newport , PA",-77.1305373,40.4778612
"1418","Madera , CA",-120.0607176,36.9613356
"1419","Hopkins , SC",-80.8770342,33.9043212
"1420","Fayetteville , AR",-94.1718542,36.082156
"1421","Tupelo , MS",-88.7033859,34.2576066
"1422","Winterset , IA",-94.0138393,41.3308237
"1423","Smithland , IA",-95.9308434,42.229157
"1424","Fulton , AL",-87.7272221,31.7884881
"1425","Bellevue , NE",-95.9145568,41.1543623
"1426","Crockett , TX",-95.4566136,31.3182359
"1427","Baggaley , PA",-79.3725358,40.2684039
"1428","Winfield , KS",-96.9955918,37.2397486
"1429","Clarksville , MD",-76.9455664,39.2061962
"1430","Bath , IL",-90.1409523,40.1933784
"1431","West Covina , CA",-117.9389526,34.0686208
"1432","Letart , WV",-81.9334704,38.8948034
"1433","Boscobel , WI",-90.7054045,43.1344289
"1434","Union City , OH",-84.8052397,40.1994911
"1435","Mount Clemens , MI",-82.8779754,42.5972563
"1436","Estill , SC",-81.2420467,32.754891
"1437","Newton , KS",-97.3450365,38.0466779
"1438","St. Joseph , LA",-91.2334884,31.9183685
"1439","Circleville , OH",-82.9460133,39.600618
"1440","Battle Creek , MI",-85.1797142,42.3211522
"1441","Rapid City , SD",-103.2310149,44.0805434
"1442","Hicksville , OH",-84.7619032,41.293106
"1443","Sun Valley , CA",-118.3812562,34.2279298
"1444","Odessa , MO",-93.9535558,38.9991748
"1445","Leesport , PA",-75.9663221,40.4470377
"1446","McCandless , PA",-80.0311364,40.5880814
"1447","McCloud , CA",-122.1394487,41.2557119
"1448","Auburn , ME",-70.2311655,44.0978509
"1449","Baytown , TX",-94.9774274,29.7355047
"1450","Clemons , IA",-93.1560365,42.1138755
"1451","Neosho , MO",-94.367996,36.8689554
"1452","El Reno , OK",-97.9550493,35.5322741
"1453","San Pablo , CA",-122.3455263,37.9621457
"1454","Hampton , SC",-81.1276052,32.8779425
"1455","Ponca City , OK",-97.0855948,36.706981
"1456","Lincoln County , NC",-81.2078164,35.4637028
"1457","Stuart , VA",-80.2693963,36.6363992
"1458","Beech Grove , IN",-86.0899847,39.7219884
"1459","Creighton , NE",-97.9061782,42.4666706
"1460","Wiconisco , PA",-76.6913551,40.5734194
"1461","San Marcos , TX",-97.9413941,29.8832749
"1462","Papillion , NE",-96.0422378,41.1544432
"1463","Lancaster , SC",-80.7709014,34.7204257
"1464","Wachapreague , VA",-75.6896502,37.6042998
"1465","Pine Grove , PA",-76.3846781,40.5484233
"1466","Cottonwood , AL",-85.3049326,31.0487933
"1467","Monroe , NC",-80.5495112,34.9854275
"1468","Farnham , VA",-76.6249557,37.8854129
"1469","Fort Benning , GA",-84.9552211,32.3530561
"1470","Independence , IA",-91.8893386,42.4685978
"1471","Pinetops , NC",-77.6377521,35.7884908
"1472","Hudson , PA",-75.8360283,41.2748033
"1473","Narrows , GA",-85.3785676,34.2600931
"1474","Rusk , TX",-95.1502214,31.7960064
"1475","Concord , GA",-84.4374232,33.0912359
"1476","Bridgewater , MA",-70.9750541,41.9903519
"1477","Luling , TX",-97.647498,29.6805066
"1478","Oxnard , CA",-119.1770516,34.1975048
"1479","Veto , AL",-86.9894072,34.9913297
"1480","Rockville , MD",-77.1527578,39.0839973
"1481","Sonora , CA",-120.3821724,37.9829496
"1482","Holly Hill , SC",-80.4137037,33.3226624
"1483","Teaneck , NJ",-74.0116536,40.8932469
"1484","Iowa City , IA",-91.5301683,41.6611277
"1485","Santa Paula , CA",-119.0592705,34.3541659
"1486","Charleston , SC",-79.9310512,32.7764749
"1487","Winter Springs , FL",-81.3081226,28.6988853
"1488","Fayetteville , NC",-78.8783585,35.0526641
"1489","Williamsport , MD",-77.8205508,39.6006523
"1490","Wilkes-Barre , PA",-75.8813075,41.2459149
"1491","Toledo , IA",-92.5835266,41.9972134
"1492","Fort Myers , FL",-81.8723084,26.640628
"1493","Sioux Falls , SD",-96.731265,43.5460223
"1494","Canby , OR",-122.6921253,45.262316
"1495","Saratoga Springs , NY",-73.7845651,43.0831301
"1496","Lee's Summit , MO",-94.3821724,38.9108408
"1497","Greenwood , MS",-90.1795281,33.5162315
"1498","Mason , OH",-84.309939,39.3600586
"1499","Dunsmuir , CA",-122.2719529,41.2082089
"1500","Rock Hill , SC",-81.0250784,34.9248667
"1501","Fredericktown , PA",-79.9976689,40.0002463
"1502","Milton Junction , WI",-88.9628883,42.7825085
"1503","Williams , AZ",-112.1910031,35.2494566
"1504","Chesterton , IN",-87.0641992,41.6105937
"1505","Lyons , GA",-82.321791,32.2043546
"1506","Millerton , NY",-73.5106791,41.9537035
"1507","Lansdowne , PA",-75.2718507,39.9381682
"1508","Petersville , MD",-77.610823,39.3464902
"1509","East Prairie , MO",-89.3856298,36.7797776
"1510","Sweet Springs , MO",-93.4149319,38.9636292
"1511","Colchester , VT",-73.1479068,44.5439375
"1512","Weatherford , TX",-97.7972544,32.7592955
"1513","Charlestown , MA",-71.0602131,42.3782065
"1514","Midland , MI",-84.2472116,43.6155825
"1515","Pulaski , TN",-87.0308412,35.1998023
"1516","Homer , MI",-84.80886,42.145877
"1517","Victor , IA",-92.2979615,41.7316675
"1518","Clyde , OH",-82.975192,41.3042201
"1519","Fraser , MI",-82.9493652,42.539202
"1520","Wellington , TX",-100.2137263,34.856166
"1521","Centralia , WA",-122.9542972,46.7162136
"1522","Melrose , MA",-71.0661633,42.4584292
"1523","Pebworth , KY",-83.7310281,37.504254
"1524","Newport , RI",-71.3128285,41.4901024
"1525","Shenandoah , VA",-78.625016,38.4851245
"1526","Swoyersville , PA",-75.8746407,41.2917475
"1527","Stamford , TX",-99.8028709,32.9453874
"1528","Sylvania , OH",-83.7129935,41.7189392
"1529","Federal Way , WA",-122.3126222,47.3223221
"1530","Sedalia , MO",-93.2282613,38.7044609
"1531","Redmond , WA",-122.121512,47.6739881
"1532","Mousie , KY",-82.8779013,37.418563
"1533","Sandwich , MA",-70.4939317,41.7589615
"1534","Cressona , PA",-76.1927222,40.6267574
"1535","Woburn , MA",-71.1522765,42.4792618
"1536","Sevierville , TN",-83.561835,35.8681455
"1537","Alberta , VA",-77.8863857,36.8657034
"1538","Bethlehem , PA",-75.3704579,40.6259316
"1539","Port Jervis , NY",-74.692663,41.3750937
"1540","Nashua , NH",-71.467566,42.7653662
"1541","North Smithfield , RI",-71.5495071,41.9667652
"1542","Bloomington , IL",-88.9936873,40.4842027
"1543","McKeesport , PA",-79.8641232,40.3470671
"1544","Jonesborough , TN",-82.4734787,36.2942722
"1545","Upper Darby , PA",-75.2878235,39.9593175
"1546","Willow Creek , NM",-106.6508694,36.889457
"1547","Burmont , PA",-75.279907,39.9351125
"1548","White Bear Lake , MN",-93.0081479,45.0853814
"1549","Cowgill , MO",-93.9268824,39.5591777
"1550","Bristol , CT",-72.9492703,41.6717648
"1551","Fort Campbell , KY",-87.4773902,36.6634467
"1552","La Marque , TX",-94.9713134,29.3685674
"1553","Witt , TX",-98.0188892,32.9561128
"1554","Swepsonville , NC",-79.3614076,36.0212488
"1555","NA , IL",-95.7085696,37.2231679
"1556","Lihue-Kauai , HI",-159.3711111,21.9811111
"1557","Dundee , IL",-88.3044908,42.1250261
"1558","Caledonia , NY",-77.852785,42.9731175
"1559","Jefferson , TX",-94.3451926,32.7573626
"1560","Clovis , CA",-119.7029194,36.8252277
"1561","Leavenworth , KS",-94.9224637,39.3111112
"1562","Goodwins Mills , ME",-70.5817207,43.508694
"1563","Moweaqua , IL",-89.0189684,39.6247614
"1564","Lincoln , ME",-68.5050006,45.3622301
"1565","Le Grand , IA",-92.7754761,42.0069336
"1566","Crest Hill , IL",-88.0986709,41.554753
"1567","Glens Falls , NY",-73.6440058,43.3095164
"1568","Collegeville , PA",-75.451571,40.1856597
"1569","Great Falls , SC",-80.9020237,34.5751447
"1570","Brenham , TX",-96.3977442,30.1668828
"1571","Troup , TX",-95.1205003,32.1446035
"1572","Atherton , MO",-94.3055037,39.1861153
"1573","Albemarle , NC",-80.2000578,35.3501426
"1574","Bearsville , WV",-80.9137186,39.4075789
"1575","Mountain View , AR",-92.1176521,35.8684075
"1576","Longview , TX",-94.7404891,32.5007037
"1577","East Douglas , MA",-71.7134017,42.072319
"1578","Sarasota , FL",-82.5306527,27.3364347
"1579","Winona , MN",-91.6663523,44.0553908
"1580","New Braunfels , TX",-98.1244531,29.7030024
"1581","Sunbury , NC",-76.6105017,36.4412381
"1582","Clay , NY",-76.1717547,43.1856814
"1583","Live Oak , FL",-82.98402,30.2949457
"1584","Roxbury , MA",-71.0913748,42.3151978
"1585","Coventry , RI",-71.5642076,41.6885978
"1586","Tucumcari , NM",-103.7249662,35.171723
"1587","Coudersport , PA",-78.0205602,41.7747878
"1588","Wagoner , OK",-95.3694116,35.9595442
"1589","Parkesburg , PA",-75.9168482,39.9594013
"1590","Lamesa , TX",-101.950992,32.7376001
"1591","Mount Pleasant , SC",-79.8284258,32.8323225
"1592","Wellington , KS",-97.3717118,37.2653004
"1593","Thomasville , AL",-87.7358366,31.9134859
"1594","Logansport , IN",-86.3566659,40.7544843
"1595","Walpole , IN",-71.2495096,42.1417442
"1596","Wilmerding , PA",-79.8100472,40.3909023
"1597","League City , TX",-95.0949303,29.5074538
"1598","San Rafael , CA",-122.5310874,37.9735346
"1599","Brockport , NY",-77.9391797,43.2136713
"1600","Springfield , PA",-75.3201878,39.9306677
"1601","Fargo , ND",-96.7898034,46.8771863
"1602","Melrose Park , IL",-87.8567276,41.9005865
"1603","Mount Juliet , TN",-86.5186054,36.200055
"1604","Manchester , NH",-71.4547891,42.9956397
"1605","Hartford , CT",-72.6733723,41.7658043
"1606","Holden , MO",-93.9913303,38.7141778
"1607","Waltham , MA",-71.2356113,42.3764852
"1608","Delta , CO",-108.0689582,38.7422062
"1609","Hoosick Falls , NY",-73.3515001,42.9011892
"1610","Vaughn , MT",-111.5458075,47.5605132
"1611","Walpole , MA",-71.2495096,42.1417442
"1612","Courtney , PA",-79.9686617,40.2186815
"1613","Antrim , PA",-77.2869204,41.633961
"1614","Hall Summit , LA",-93.3023928,32.1773811
"1615","Watertown , MA",-71.1828321,42.3709299
"1616","Reno , NV",-119.8138027,39.5296329
"1617","Shamokin , PA",-76.5588473,40.7889746
"1618","South Natick , MA",-71.3161688,42.2737081
"1619","Cairo , IL",-89.1764608,37.0053293
"1620","Denison , TX",-96.536658,33.7556593
"1621","Henryville , TN",-87.39466,35.3921707
"1622","Calhoun City , MS",-89.3114613,33.8553915
"1623","Adel , GA",-83.4234936,31.1371358
"1624","Ashmore , IL",-88.0222582,39.5330909
"1625","Sherman , TX",-96.6088805,33.6356618
"1626","Bluffton , OH",-83.8888288,40.8953301
"1627","Junction , TX",-99.7720109,30.4893555
"1628","Laurel Springs , NC",-81.2628704,36.4115174
"1629","Delano , CA",-119.2470536,35.7688425
"1630","Odessa , TX",-102.3676431,31.8456816
"1631","NA , KY",-84.2700179,37.8393332
"1632","Monticello , IA",-91.1870937,42.2383351
"1633","NA , NE",NA,NA
"1634","Crabtree , OH",-83.1043458,38.892573
"1635","Jackson , MI",-84.4013462,42.245869
"1636","Pax , WV",-81.2642718,37.9098336
"1637","Ellisville , MS",-89.1956142,31.6040538
"1638","Selma , CA",-119.6120765,36.5707838
"1639","Mission Viejo , CA",-117.6581562,33.5968913
"1640","Bedford , IN",-86.4872149,38.8611619
"1641","Beach Haven , NJ",-74.2431962,39.5592848
"1642","Wadena , IN",-87.276863,40.692272
"1643","Saybrook , CT",-72.3845301,41.2960159
"1644","Poway , CA",-117.0358646,32.9628232
"1645","Martinez , CA",-122.1341321,38.0193657
"1646","Prattville , AL",-86.4596966,32.4640245
"1647","Rockdale , TX",-97.0013744,30.6554759
"1648","North Branch , MI",-83.1966117,43.2294705
"1649","Campbell , MO",-90.0750949,36.4933927
"1650","Swissvale , PA",-79.8828275,40.4236801
"1651","Society Hill , SC",-79.8508976,34.5126567
"1652","Wahoo , NE",-96.6212604,41.2115023
"1653","Pryor , OK",-95.3169136,36.3084275
"1654","Jefferson City , MO",-92.1735164,38.5767017
"1655","Khedive , PA",-80.036675,39.883514
"1656","Winchester , VA",-78.1633341,39.1856597
"1657","Kyle , TX",-97.8772267,29.9891052
"1658","Wytheville , VA",-81.084811,36.9484528
"1659","Pelham Manor , NY",-73.8057716,40.8960672
"1660","Ben Hur , VA",-83.0821145,36.7328663
"1661","Elkhart , IN",-85.9766671,41.6819935
"1662","Ramona , CA",-116.8792553,33.0413604
"1663","Dunkirk , NY",-79.3339324,42.4795019
"1664","Walla Walla , WA",-118.3430208,46.0645809
"1665","Higginsville , MO",-93.7171621,39.0725121
"1666","Sherman , MS",-88.8411688,34.3592707
"1667","Cozaddale , OH",-84.1618795,39.2714488
"1668","Roanoke , VA",-79.9414266,37.2709704
"1669","Lake City , SC",-79.7553451,33.8709958
"1670","Taylor Ridge , IL",-90.6681943,41.3866997
"1671","Albuquerque , NM",-106.650422,35.0843859
"1672","West Newton , MA",-71.2250533,42.3497948
"1673","West New Brighton , NY",-74.1093141,40.6270298
"1674","Maple Park , IL",-88.5992494,41.9075282
"1675","Lyons , IA",-90.1862381,41.8672509
"1676","Avondale , PA",-75.783273,39.823443
"1677","Sanbornton , NH",-71.5822837,43.4897584
"1678","Natchez , MS",-91.403171,31.5604442
"1679","Kiamensi , DE",-75.6399284,39.7237235
"1680","Cooleemee , NC",-80.5558942,35.8104164
"1681","Folsom , CA",-121.1760583,38.6779591
"1682","Lakehurst , NJ",-74.3112574,40.014561
"1683","Topeka , KS",-95.6751576,39.0473451
"1684","Garland , TX",-96.6388833,32.912624
"1685","Whiteland , IN",-86.0797079,39.5500485
"1686","Watkinsville , GA",-83.4087708,33.8628959
"1687","Fuquay Springs , NC",-78.7627331,35.5853681
"1688","Childersburg , AL",-86.3549774,33.2781686
"1689","Cooks Mills , IL",-88.4061616,39.5825333
"1690","Wrightsville , PA",-76.5299655,40.0256531
"1691","Marshallton , DE",-75.6540959,39.7256679
"1692","Asbury Park , NJ",-74.0120817,40.2203907
"1693","Fairhaven , MA",-70.9036487,41.6376043
"1694","Alice , TX",-98.0697249,27.7522487
"1695","Ybor City , FL",-82.4259518,27.9645757
"1696","Hall's Station , GA",-84.9399429,34.2984263
"1697","Chilhowie , VA",-81.6823411,36.7984482
"1698","Bellaire , OH",-80.7423054,40.0161843
"1699","Elgin , TX",-97.3702735,30.3496528
"1700","Westbrook , ME",-70.3711617,43.6770252
"1701","Ware , MA",-72.2398566,42.2598457
"1702","Suffern , NY",-74.1495889,41.1148179
"1703","Sturgeon Lake , MN",-92.8238121,46.3810573
"1704","Mesquite , TX",-96.5991593,32.7667955
"1705","Jacksonville , AL",-85.7613536,33.8137125
"1706","Upton , MA",-71.6022583,42.1744878
"1707","Leary , GA",-84.5138017,31.4857308
"1708","Winter Park , FL",-81.3392352,28.5999998
"1709","Issaquah , WA",-122.0326191,47.5301011
"1710","Coldwater , MI",-85.0005215,41.9403263
"1711","Beaver Lake , MI",-83.8009258,44.9370278
"1712","Bethany , WV",-80.5567384,40.205627
"1713","Rhodhiss , NC",-81.431201,35.7740206
"1714","Holliday , MO",-92.1287851,39.4944823
"1715","Eagleville , OH",-80.8359207,41.7167218
"1716","Rockland , ME",-69.1089293,44.1036914
"1717","Weehawken , NJ",-74.0253715,40.7663711
"1718","Flemington , NJ",-74.8593318,40.5123258
"1719","Wilmington , IL",-88.1467243,41.3078093
"1720","Harrisville , MI",-83.2946891,44.6564022
"1721","Parma , OH",-81.7229086,41.4047742
"1722","Magnolia , OH",-81.2989991,40.6511724
"1723","Napa , CA",-122.286865,38.2975381
"1724","Nelliston , NY",-74.6134755,42.9347949
"1725","Marathon , WI",-89.7942892,44.9064657
"1726","Arlington , VA",-77.0909809,38.8816208
"1727","Oakford , IL",-89.9631693,40.1025463
"1728","Osceola , NY",-75.7221304,43.5000702
"1729","Blackstone , MA",-71.536786,42.0418415
"1730","Gloucester , NJ",-75.0494329,39.7933809
"1731","California , PA",-79.8917139,40.0656291
"1732","Du Bois , PA",-78.7583257,41.1210115
"1733","South Coventry , CT",-72.3050803,41.7700987
"1734","Flushing , NY",-73.833079,40.7674987
"1735","Grass Valley , CA",-121.0610606,39.2190608
"1736","Gratiot , WI",-90.0226244,42.5788935
"1737","Chico , CA",-121.8374777,39.7284944
"1738","Henderson , TN",-88.641441,35.4392435
"1739","Conshohocken , PA",-75.3015714,40.0792766
"1740","Beaver Falls , PA",-80.3192295,40.7520097
"1741","Granger , TX",-97.44278,30.7176929
"1742","Bluffton , AR",-93.6007494,34.9053717
"1743","Roanoke , AL",-85.3721708,33.1512313
"1744","Vienna , GA",-83.7954518,32.0915577
"1745","Gastonia , NC",-81.1873005,35.262082
"1746","Dedham , MA",-71.1676536,42.2436085
"1747","Troy , OH",-84.2032767,40.0394982
"1748","Hayden , IN",-85.7405275,38.9831093
"1749","Comanche , OK",-97.963924,34.3689747
"1750","Wewoka , OK",-96.4933457,35.1586902
"1751","Ebensburg , PA",-78.7247426,40.4850717
"1752","Beloit , KS",-98.1061595,39.4561178
"1753","Jewett , TX",-96.1441315,31.3615664
"1754","Renault , IL",-90.1340023,38.1536637
"1755","Paris , PA",-80.5125686,40.4036795
"1756","Arkansas City , KS",-97.0383712,37.0619736
"1757","Runge , TX",-97.7130543,28.8833119
"1758","Siluria , AL",-86.8249885,33.2292817
"1759","Garden City , MI",-83.3310422,42.3255928
"1760","Yucaipa , CA",-117.0430865,34.033625
"1761","Port Washington , OH",-81.5206731,40.328124
"1762","Portage , WI",-89.4626202,43.5391486
"1763","Puyallup , WA",-122.2928974,47.1853785
"1764","Graceville , MN",-96.4337288,45.5688411
"1765","Newark , DE",-75.7496572,39.6837226
"1766","Merry Point , VA",-76.4824504,37.7337504
"1767","Williamston , NC",-77.0555114,35.8546039
"1768","Canon , GA",-83.1098717,34.3462158
"1769","Greenfield , MO",-93.8410449,37.4153244
"1770","Wilsons Mills , NC",-78.3558342,35.5840472
"1771","Cohoes , NY",-73.7001187,42.7742446
"1772","Lancaster , NY",-78.6703062,42.9006144
"1773","Pueblo , CO",-104.6091409,38.2544472
"1774","Carthage , TX",-94.3374199,32.1573841
"1775","Red Bluff , CA",-122.2358302,40.1784886
"1776","Ripley , WV",-81.7106851,38.8186957
"1777","Winter Haven , FL",-81.7328567,28.0222435
"1778","Livermore , CA",-121.7684732,37.6818688
"1779","Galesburg , IL",-90.3712395,40.9478158
"1780","Charleston , AR",-94.0363153,35.2970353
"1781","Glen Rose , TX",-97.7553061,32.2345872
"1782","Marianna , FL",-85.2268735,30.7743596
"1783","Lake Wales , FL",-81.5859099,27.9014133
"1784","Seymour , TN",-83.7740198,35.8725599
"1785","Mineral Springs , AR",-93.913798,33.875116
"1786","Nicholas , GA",-82.6348602,31.5174219
"1787","Newberry , SC",-81.6187178,34.2745833
"1788","Bow , WA",-122.3980367,48.5603051
"1789","Mount Vernon , WA",-122.3374543,48.4201105
"1790","Marcus Hook , PA",-75.4185272,39.8192794
"1791","Ilion , NY",-75.0354347,43.0150703
"1792","Colchester , CT",-72.3320051,41.5756728
"1793","Jerome , ID",-114.5186534,42.7240732
"1794","Center , MO",-91.528766,39.5080979
"1795","Arapaho , OK",-98.9645311,35.5778272
"1796","Underhill , VT",-72.9451267,44.5258842
"1797","Lucas , AR",-94.1154854,35.0698178
"1798","Iuka , MS",-88.1900415,34.8117565
"1799","Richwood , WV",-80.5331411,38.2248367
"1800","Okeana , OH",-84.7674513,39.3478323
"1801","Cheyenne , WY",-104.8202462,41.1399814
"1802","Savannah , TN",-88.2492037,35.2248034
"1803","Mount Gilead , NC",-80.0022784,35.2148671
"1804","York , PA",-76.727745,39.9625984
"1805","Lockport , IL",-88.057837,41.5894752
"1806","Storm Lake , IA",-95.2019399,42.6430359
"1807","Rock Island , IL",-90.5787476,41.5094771
"1808","Safe Harbor , PA",-76.3794058,39.9301001
"1809","Hyde Park , NY",-73.9015246,41.7667602
"1810","Pella , IA",-92.916405,41.4080327
"1811","Ripley , OH",-83.8449245,38.7456277
"1812","Hanover County , VA",-77.5160788,37.7772071
"1813","Orange City , IA",-96.0583523,43.0072087
"1814","Granada Hills , CA",-118.5021527,34.2793576
"1815","Westwood , NJ",-74.0326395,40.9912087
"1816","Harqua Hala , AZ",-113.3468644,33.8111424
"1817","Palo Alto , PA",-76.1721641,40.6873122
"1818","Mount Kisco , NY",-73.7270761,41.2042616
"1819","Tuscarora , NV",-116.2234687,41.3145954
"1820","Rudolph , WI",-89.8076239,44.4960752
"1821","Quincy , IL",-91.4098726,39.9356016
"1822","Winters , CA",-121.9708017,38.5249065
"1823","Channelview , TX",-95.1146533,29.7760599
"1824","West Bend , WI",-88.1834277,43.4252776
"1825","Homer City , PA",-79.1622566,40.5434007
